id	file	line	kind	tok	new
1	R/activity.R	59	numeric+1	1	2
2	R/activity.R	60	function swap	any	all
3	R/activity.R	62	numeric+1	1	2
4	R/activity.R	86	numeric+1	1	2
5	R/activity.R	129	numeric+1	1	2
6	R/activity.R	138	function swap	any	all
7	R/activity.R	138	relational/logical	<	<=
8	R/activity.R	138	numeric+1	0	1
9	R/activity.R	170	function swap	sum	prod
10	R/activity.R	171	relational/logical	>	>=
11	R/activity.R	171	numeric+1	0	1
12	R/activity.R	248	function swap	sort	rev
13	R/activity.R	248	function swap	unique	identity
14	R/activity.R	251	relational/logical	==	!=
15	R/activity.R	251	numeric+1	0	1
16	R/activity.R	251	relational/logical	||	&&
17	R/activity.R	251	relational/logical	>	>=
18	R/activity.R	251	numeric+1	0	1
19	R/activity.R	256	relational/logical	==	!=
20	R/activity.R	256	numeric+1	0	1
21	R/activity.R	271	numeric+1	2	3
22	R/activity.R	315	relational/logical	==	!=
23	R/activity.R	315	numeric+1	0	1
24	R/activity.R	315	numeric+1	0	1
25	R/activity.R	315	function swap	max	min
26	R/activity.R	315	function swap	min	max
27	R/activity.R	315	numeric+1	1	2
28	R/activity.R	46	bool flip	FALSE	TRUE
29	R/activity.R	50	bool flip	FALSE	TRUE
30	R/activity.R	52	bool flip	TRUE	FALSE
31	R/activity.R	64	bool flip	FALSE	TRUE
32	R/activity.R	132	bool flip	FALSE	TRUE
33	R/activity.R	136	bool flip	FALSE	TRUE
34	R/activity.R	140	bool flip	FALSE	TRUE
35	R/activity.R	178	bool flip	TRUE	FALSE
36	R/activity.R	227	bool flip	TRUE	FALSE
37	R/activity.R	253	bool flip	FALSE	TRUE
38	R/activity.R	258	bool flip	FALSE	TRUE
39	R/activity.R	265	bool flip	FALSE	TRUE
40	R/activity.R	266	bool flip	FALSE	TRUE
41	R/activity.R	314	bool flip	TRUE	FALSE
42	R/blocking.R	54	relational/logical	>	>=
43	R/blocking.R	54	numeric+1	0	1
44	R/blocking.R	55	relational/logical	>	>=
45	R/blocking.R	55	numeric+1	0	1
46	R/blocking.R	55	numeric+1	1	2
47	R/blocking.R	61	relational/logical	>	>=
48	R/blocking.R	61	numeric+1	0	1
49	R/blocking.R	83	numeric+1	100	101
50	R/blocking.R	96	relational/logical	&&	||
51	R/blocking.R	96	relational/logical	<	<=
52	R/blocking.R	96	numeric+1	1	2
53	R/blocking.R	107	relational/logical	>	>=
54	R/blocking.R	107	numeric+1	0	1
55	R/blocking.R	111	numeric+1	1	2
56	R/blocking.R	129	relational/logical	&&	||
57	R/blocking.R	129	relational/logical	<	<=
58	R/blocking.R	129	numeric+1	1	2
59	R/blocking.R	133	numeric+1	4	5
60	R/blocking.R	157	numeric+1	0	1
61	R/blocking.R	158	function swap	sum	prod
62	R/blocking.R	160	relational/logical	==	!=
63	R/blocking.R	160	numeric+1	0	1
64	R/blocking.R	160	numeric+1	0	1
65	R/blocking.R	160	function swap	sum	prod
66	R/blocking.R	160	relational/logical	==	!=
67	R/blocking.R	269	numeric+1	1e7	10000001
68	R/blocking.R	271	relational/logical	||	&&
69	R/blocking.R	278	relational/logical	||	&&
70	R/blocking.R	278	relational/logical	==	!=
71	R/blocking.R	278	numeric+1	0	1
72	R/blocking.R	278	relational/logical	||	&&
73	R/blocking.R	279	function swap	all	any
74	R/blocking.R	279	relational/logical	&&	||
75	R/blocking.R	279	relational/logical	>	>=
76	R/blocking.R	279	numeric+1	0	1
77	R/blocking.R	279	numeric+1	1	2
78	R/blocking.R	287	relational/logical	||	&&
79	R/blocking.R	288	relational/logical	>	>=
80	R/blocking.R	288	numeric+1	0	1
81	R/blocking.R	288	relational/logical	&&	||
82	R/blocking.R	298	function swap	unique	identity
83	R/blocking.R	304	relational/logical	>	>=
84	R/blocking.R	304	numeric+1	0	1
85	R/blocking.R	309	relational/logical	||	&&
86	R/blocking.R	309	relational/logical	!=	==
87	R/blocking.R	309	relational/logical	||	&&
88	R/blocking.R	309	relational/logical	||	&&
89	R/blocking.R	310	relational/logical	<	<=
90	R/blocking.R	310	numeric+1	1	2
91	R/blocking.R	318	numeric+1	0	1
92	R/blocking.R	319	numeric+1	0	1
93	R/blocking.R	327	relational/logical	==	!=
94	R/blocking.R	327	numeric+1	0	1
95	R/blocking.R	334	function swap	sum	prod
96	R/blocking.R	336	numeric+1	1	2
97	R/blocking.R	337	relational/logical	>	>=
98	R/blocking.R	362	relational/logical	>	>=
99	R/blocking.R	362	numeric+1	0	1
100	R/blocking.R	362	relational/logical	&&	||
101	R/blocking.R	362	relational/logical	>	>=
102	R/blocking.R	362	numeric+1	1	2
103	R/blocking.R	365	numeric+1	1	2
104	R/blocking.R	370	relational/logical	>	>=
105	R/blocking.R	370	numeric+1	0	1
106	R/blocking.R	386	function swap	unique	identity
107	R/blocking.R	388	numeric+1	1	2
108	R/blocking.R	389	relational/logical	>	>=
109	R/blocking.R	389	numeric+1	0	1
110	R/blocking.R	437	numeric+1	10	11
111	R/blocking.R	441	relational/logical	||	&&
112	R/blocking.R	441	relational/logical	!=	==
113	R/blocking.R	441	relational/logical	||	&&
114	R/blocking.R	441	relational/logical	||	&&
115	R/blocking.R	441	relational/logical	<	<=
116	R/blocking.R	441	numeric+1	1	2
117	R/blocking.R	466	function swap	head	tail
118	R/blocking.R	470	relational/logical	<=	<
119	R/blocking.R	474	relational/logical	<=	<
120	R/blocking.R	477	function swap	sort	rev
121	R/blocking.R	481	function swap	unique	identity
122	R/blocking.R	487	function swap	sum	prod
123	R/blocking.R	487	relational/logical	==	!=
124	R/blocking.R	488	function swap	sum	prod
125	R/blocking.R	488	relational/logical	==	!=
126	R/blocking.R	492	function swap	unique	identity
127	R/blocking.R	493	function swap	unique	identity
128	R/blocking.R	498	function swap	unique	identity
129	R/blocking.R	499	function swap	unique	identity
130	R/blocking.R	540	function swap	all	any
131	R/blocking.R	540	relational/logical	&&	||
132	R/blocking.R	541	function swap	all	any
133	R/blocking.R	545	function swap	all	any
134	R/blocking.R	552	function swap	unique	identity
135	R/blocking.R	561	function swap	unique	identity
136	R/blocking.R	572	numeric+1	0	1
137	R/blocking.R	575	relational/logical	&&	||
138	R/blocking.R	580	function swap	sum	prod
139	R/blocking.R	581	function swap	sum	prod
140	R/blocking.R	581	relational/logical	==	!=
141	R/blocking.R	583	function swap	unique	identity
142	R/blocking.R	136	bool flip	FALSE	TRUE
143	R/blocking.R	175	bool flip	FALSE	TRUE
144	R/blocking.R	176	bool flip	FALSE	TRUE
145	R/blocking.R	273	bool flip	FALSE	TRUE
146	R/blocking.R	282	bool flip	FALSE	TRUE
147	R/blocking.R	290	bool flip	FALSE	TRUE
148	R/blocking.R	295	bool flip	FALSE	TRUE
149	R/blocking.R	298	bool flip	FALSE	TRUE
150	R/blocking.R	306	bool flip	FALSE	TRUE
151	R/blocking.R	312	bool flip	FALSE	TRUE
152	R/blocking.R	339	bool flip	FALSE	TRUE
153	R/blocking.R	341	bool flip	FALSE	TRUE
154	R/blocking.R	343	bool flip	FALSE	TRUE
155	R/blocking.R	358	bool flip	FALSE	TRUE
156	R/blocking.R	359	bool flip	FALSE	TRUE
157	R/blocking.R	443	bool flip	FALSE	TRUE
158	R/blocking.R	449	bool flip	FALSE	TRUE
159	R/blocking.R	478	bool flip	FALSE	TRUE
160	R/blocking.R	535	bool flip	FALSE	TRUE
161	R/blocking.R	548	bool flip	FALSE	TRUE
162	R/blocking.R	556	bool flip	FALSE	TRUE
163	R/blocking.R	565	bool flip	FALSE	TRUE
164	R/combine.R	51	relational/logical	||	&&
165	R/combine.R	53	numeric+1	1	2
166	R/combine.R	55	relational/logical	==	!=
167	R/combine.R	55	numeric+1	0	1
168	R/combine.R	62	numeric+1	1	2
169	R/combine.R	64	function swap	unique	identity
170	R/combine.R	64	relational/logical	>	>=
171	R/combine.R	64	numeric+1	1	2
172	R/combine.R	66	function swap	unique	identity
173	R/combine.R	72	numeric+1	1	2
174	R/combine.R	74	relational/logical	||	&&
175	R/combine.R	74	relational/logical	!=	==
176	R/combine.R	78	relational/logical	||	&&
177	R/combine.R	78	function swap	any	all
178	R/combine.R	78	relational/logical	<	<=
179	R/combine.R	78	numeric+1	0	1
180	R/combine.R	82	function swap	all	any
181	R/combine.R	82	relational/logical	==	!=
182	R/combine.R	82	numeric+1	0	1
183	R/combine.R	87	numeric+1	1	2
184	R/combine.R	89	relational/logical	>	>=
185	R/combine.R	89	numeric+1	0	1
186	R/combine.R	95	numeric+1	1	2
187	R/combine.R	97	numeric+1	1	2
188	R/combine.R	100	relational/logical	>	>=
189	R/combine.R	100	numeric+1	0	1
190	R/combine.R	105	relational/logical	||	&&
191	R/combine.R	105	relational/logical	!=	==
192	R/combine.R	108	function swap	sum	prod
193	R/combine.R	120	numeric+1	1	2
194	R/combine.R	53	bool flip	FALSE	TRUE
195	R/combine.R	56	bool flip	FALSE	TRUE
196	R/combine.R	68	bool flip	FALSE	TRUE
197	R/combine.R	76	bool flip	FALSE	TRUE
198	R/combine.R	80	bool flip	FALSE	TRUE
199	R/combine.R	84	bool flip	FALSE	TRUE
200	R/combine.R	92	bool flip	FALSE	TRUE
201	R/combine.R	102	bool flip	FALSE	TRUE
202	R/combine.R	111	bool flip	FALSE	TRUE
203	R/confidence.R	153	function swap	sort	rev
204	R/confidence.R	153	function swap	unique	identity
205	R/confidence.R	157	numeric+1	1	2
206	R/confidence.R	159	function swap	sum	prod
207	R/confidence.R	159	relational/logical	==	!=
208	R/confidence.R	160	numeric+1	1	2
209	R/confidence.R	170	relational/logical	<	<=
210	R/confidence.R	170	numeric+1	2	3
211	R/confidence.R	170	function swap	sort	rev
212	R/confidence.R	171	numeric+1	1	2
213	R/confidence.R	174	relational/logical	<	<=
214	R/confidence.R	174	numeric+1	2	3
215	R/confidence.R	174	numeric+1	0	1
216	R/confidence.R	175	numeric+1	1	2
217	R/confidence.R	180	numeric+1	0	1
218	R/confidence.R	183	relational/logical	<	<=
219	R/confidence.R	183	numeric+1	2	3
220	R/confidence.R	184	relational/logical	>	>=
221	R/confidence.R	184	numeric+1	0	1
222	R/confidence.R	184	numeric+1	0	1
223	R/confidence.R	199	numeric+1	1	2
224	R/confidence.R	227	relational/logical	||	&&
225	R/confidence.R	227	relational/logical	!=	==
226	R/confidence.R	227	numeric+1	1	2
227	R/confidence.R	227	relational/logical	||	&&
228	R/confidence.R	238	relational/logical	>	>=
229	R/confidence.R	238	numeric+1	0	1
230	R/confidence.R	239	relational/logical	<	<=
231	R/confidence.R	246	function swap	all	any
232	R/confidence.R	149	bool flip	FALSE	TRUE
233	R/confidence.R	201	bool flip	FALSE	TRUE
234	R/confidence.R	229	bool flip	FALSE	TRUE
235	R/confidence.R	241	bool flip	FALSE	TRUE
236	R/confidence.R	252	bool flip	FALSE	TRUE
237	R/create_dummy_data.R	15	numeric+1	100	101
238	R/create_dummy_data.R	19	relational/logical	<	<=
239	R/create_dummy_data.R	19	numeric+1	1	2
240	R/create_dummy_data.R	23	numeric+1	1	2
241	R/create_dummy_data.R	24	numeric+1	10000	10001
242	R/create_dummy_data.R	26	numeric+1	0	1
243	R/create_dummy_data.R	26	numeric+1	1	2
244	R/create_dummy_data.R	26	numeric+1	100	101
245	R/create_dummy_data.R	26	numeric+1	20	21
246	R/create_dummy_data.R	26	numeric+1	20	21
247	R/create_dummy_data.R	26	numeric+1	1	2
248	R/create_dummy_data.R	27	numeric+1	2	3
249	R/create_dummy_data.R	93	numeric+1	100	101
250	R/create_dummy_data.R	93	numeric+1	2	3
251	R/create_dummy_data.R	95	numeric+1	50	51
252	R/create_dummy_data.R	95	numeric+1	30	31
253	R/create_dummy_data.R	102	relational/logical	<	<=
254	R/create_dummy_data.R	102	numeric+1	1	2
255	R/create_dummy_data.R	104	relational/logical	<=	<
256	R/create_dummy_data.R	104	numeric+1	0	1
257	R/create_dummy_data.R	107	relational/logical	||	&&
258	R/create_dummy_data.R	107	relational/logical	!=	==
259	R/create_dummy_data.R	107	numeric+1	1	2
260	R/create_dummy_data.R	107	relational/logical	||	&&
261	R/create_dummy_data.R	107	relational/logical	||	&&
262	R/create_dummy_data.R	107	relational/logical	<	<=
263	R/create_dummy_data.R	107	numeric+1	1	2
264	R/create_dummy_data.R	110	relational/logical	||	&&
265	R/create_dummy_data.R	110	relational/logical	!=	==
266	R/create_dummy_data.R	110	numeric+1	1	2
267	R/create_dummy_data.R	110	relational/logical	||	&&
268	R/create_dummy_data.R	110	relational/logical	||	&&
269	R/create_dummy_data.R	110	relational/logical	<	<=
270	R/create_dummy_data.R	110	numeric+1	1	2
271	R/create_dummy_data.R	117	numeric+1	1	2
272	R/create_dummy_data.R	118	numeric+1	1	2
273	R/create_dummy_data.R	119	numeric+1	10	11
274	R/create_dummy_data.R	121	numeric+1	0	1
275	R/create_dummy_data.R	121	numeric+1	1	2
276	R/create_dummy_data.R	121	numeric+1	100	101
277	R/create_dummy_data.R	121	numeric+1	20	21
278	R/create_dummy_data.R	121	numeric+1	20	21
279	R/create_dummy_data.R	121	numeric+1	1	2
280	R/create_dummy_data.R	122	numeric+1	2	3
281	R/create_dummy_data.R	144	numeric+1	3	4
282	R/create_dummy_data.R	144	numeric+1	2	3
283	R/create_dummy_data.R	144	numeric+1	1	2
284	R/create_dummy_data.R	155	numeric+1	2	3
285	R/create_dummy_data.R	206	numeric+1	100	101
286	R/create_dummy_data.R	207	relational/logical	||	&&
287	R/create_dummy_data.R	207	relational/logical	!=	==
288	R/create_dummy_data.R	207	numeric+1	1	2
289	R/create_dummy_data.R	207	relational/logical	||	&&
290	R/create_dummy_data.R	207	relational/logical	||	&&
291	R/create_dummy_data.R	207	relational/logical	<	<=
292	R/create_dummy_data.R	207	numeric+1	1	2
293	R/create_dummy_data.R	213	function swap	max	min
294	R/create_dummy_data.R	213	function swap	ceiling	floor
295	R/create_dummy_data.R	213	numeric+1	5	6
296	R/create_dummy_data.R	218	numeric+1	0	1
297	R/create_dummy_data.R	218	numeric+1	100	101
298	R/create_dummy_data.R	219	numeric+1	1	2
299	R/create_dummy_data.R	223	function swap	mean	median
300	R/create_dummy_data.R	223	numeric+1	1	2
301	R/create_dummy_data.R	224	numeric+1	1	2
302	R/create_dummy_data.R	230	numeric+1	20	21
303	R/create_dummy_data.R	230	numeric+1	79	80
304	R/create_dummy_data.R	281	relational/logical	!=	==
305	R/create_dummy_data.R	281	numeric+1	2	3
306	R/create_dummy_data.R	26	bool flip	TRUE	FALSE
307	R/create_dummy_data.R	94	bool flip	FALSE	TRUE
308	R/create_dummy_data.R	118	bool flip	TRUE	FALSE
309	R/create_dummy_data.R	121	bool flip	TRUE	FALSE
310	R/create_dummy_data.R	140	bool flip	TRUE	FALSE
311	R/create_dummy_data.R	144	bool flip	TRUE	FALSE
312	R/create_dummy_data.R	145	bool flip	TRUE	FALSE
313	R/create_dummy_data.R	154	bool flip	TRUE	FALSE
314	R/create_dummy_data.R	215	bool flip	TRUE	FALSE
315	R/create_dummy_data.R	222	bool flip	TRUE	FALSE
316	R/create_dummy_data.R	230	bool flip	TRUE	FALSE
317	R/create_dummy_data.R	231	bool flip	TRUE	FALSE
318	R/create_dummy_data.R	232	bool flip	TRUE	FALSE
319	R/create_dummy_data.R	290	bool flip	TRUE	FALSE
320	R/evaluate.R	50	function swap	sort	rev
321	R/evaluate.R	50	function swap	unique	identity
322	R/evaluate.R	58	function swap	min	max
323	R/evaluate.R	59	function swap	sum	prod
324	R/evaluate.R	59	relational/logical	==	!=
325	R/evaluate.R	61	relational/logical	==	!=
326	R/evaluate.R	62	function swap	any	all
327	R/evaluate.R	63	numeric+1	1	2
328	R/evaluate.R	64	function swap	sum	prod
329	R/evaluate.R	64	relational/logical	<	<=
330	R/evaluate.R	65	function swap	sum	prod
331	R/evaluate.R	65	relational/logical	==	!=
332	R/evaluate.R	67	numeric+1	1	2
333	R/evaluate.R	80	numeric+1	1	2
334	R/evaluate.R	132	numeric+1	0	1
335	R/evaluate.R	134	relational/logical	>=	>
336	R/evaluate.R	134	numeric+1	0	1
337	R/evaluate.R	135	relational/logical	<=	<
338	R/evaluate.R	135	numeric+1	1	2
339	R/evaluate.R	238	numeric+1	1	2
340	R/evaluate.R	238	numeric+1	20	21
341	R/evaluate.R	238	numeric+1	1	2
342	R/evaluate.R	238	numeric+1	5	6
343	R/evaluate.R	238	numeric+1	10	11
344	R/evaluate.R	243	relational/logical	<	<=
345	R/evaluate.R	243	numeric+1	2	3
346	R/evaluate.R	247	relational/logical	>	>=
347	R/evaluate.R	247	numeric+1	0	1
348	R/evaluate.R	253	function swap	unique	identity
349	R/evaluate.R	256	numeric+1	1	2
350	R/evaluate.R	257	function swap	mean	median
351	R/evaluate.R	262	function swap	sum	prod
352	R/evaluate.R	271	function swap	mean	median
353	R/evaluate.R	271	numeric+1	1	2
354	R/evaluate.R	271	numeric+1	0	1
355	R/evaluate.R	282	relational/logical	==	!=
356	R/evaluate.R	286	relational/logical	==	!=
357	R/evaluate.R	286	numeric+1	0	1
358	R/evaluate.R	287	numeric+1	0	1
359	R/evaluate.R	289	function swap	which.max	which.min
360	R/evaluate.R	290	function swap	sum	prod
361	R/evaluate.R	290	relational/logical	==	!=
362	R/evaluate.R	294	function swap	sort	rev
363	R/evaluate.R	294	function swap	unique	identity
364	R/evaluate.R	295	relational/logical	>=	>
365	R/evaluate.R	295	numeric+1	1	2
366	R/evaluate.R	295	relational/logical	&	|
367	R/evaluate.R	295	relational/logical	<=	<
368	R/evaluate.R	295	function swap	max	min
369	R/evaluate.R	300	function swap	mean	median
370	R/evaluate.R	301	numeric+1	1	2
371	R/evaluate.R	308	function swap	sort	rev
372	R/evaluate.R	308	function swap	unique	identity
373	R/evaluate.R	310	relational/logical	>=	>
374	R/evaluate.R	311	function swap	sum	prod
375	R/evaluate.R	312	function swap	sum	prod
376	R/evaluate.R	326	numeric+1	0	1
377	R/evaluate.R	357	function swap	sum	prod
378	R/evaluate.R	365	relational/logical	>	>=
379	R/evaluate.R	365	numeric+1	0	1
380	R/evaluate.R	367	relational/logical	<	<=
381	R/evaluate.R	370	function swap	mean	median
382	R/evaluate.R	372	function swap	min	max
383	R/evaluate.R	373	function swap	max	min
384	R/evaluate.R	381	relational/logical	>	>=
385	R/evaluate.R	381	numeric+1	0	1
386	R/evaluate.R	385	function swap	max	min
387	R/evaluate.R	410	numeric+1	100	101
388	R/evaluate.R	415	relational/logical	>	>=
389	R/evaluate.R	415	numeric+1	0	1
390	R/evaluate.R	417	relational/logical	>	>=
391	R/evaluate.R	417	numeric+1	0	1
392	R/evaluate.R	430	relational/logical	==	!=
393	R/evaluate.R	431	relational/logical	==	!=
394	R/evaluate.R	448	function swap	head	tail
395	R/evaluate.R	453	numeric+1	100	101
396	R/evaluate.R	456	relational/logical	>	>=
397	R/evaluate.R	45	bool flip	FALSE	TRUE
398	R/evaluate.R	85	bool flip	FALSE	TRUE
399	R/evaluate.R	245	bool flip	FALSE	TRUE
400	R/evaluate.R	248	bool flip	FALSE	TRUE
401	R/evaluate.R	308	bool flip	TRUE	FALSE
402	R/evaluate.R	344	bool flip	FALSE	TRUE
403	R/evaluate.R	346	bool flip	FALSE	TRUE
404	R/evaluate.R	379	bool flip	FALSE	TRUE
405	R/generalize.R	92	numeric+1	1	2
406	R/generalize.R	105	relational/logical	|	&
407	R/generalize.R	105	relational/logical	|	&
408	R/generalize.R	153	numeric+1	1	2
409	R/generalize.R	154	relational/logical	==	!=
410	R/generalize.R	154	numeric+1	5	6
411	R/generalize.R	155	numeric+1	3	4
412	R/generalize.R	156	numeric+1	4	5
413	R/generalize.R	160	numeric+1	2	3
414	R/generalize.R	160	relational/logical	==	!=
415	R/generalize.R	161	numeric+1	5	6
416	R/generalize.R	161	relational/logical	==	!=
417	R/generalize.R	169	relational/logical	&&	||
418	R/generalize.R	180	numeric+1	1	2
419	R/generalize.R	181	relational/logical	==	!=
420	R/generalize.R	181	numeric+1	3	4
421	R/generalize.R	182	numeric+1	2	3
422	R/generalize.R	183	numeric+1	10	11
423	R/generalize.R	195	numeric+1	1	2
424	R/generalize.R	196	relational/logical	==	!=
425	R/generalize.R	196	numeric+1	3	4
426	R/generalize.R	197	numeric+1	2	3
427	R/generalize.R	204	numeric+1	1	2
428	R/generalize.R	205	relational/logical	==	!=
429	R/generalize.R	205	numeric+1	3	4
430	R/generalize.R	206	numeric+1	2	3
431	R/generalize.R	211	numeric+1	1	2
432	R/generalize.R	212	relational/logical	==	!=
433	R/generalize.R	212	numeric+1	3	4
434	R/generalize.R	213	numeric+1	2	3
435	R/generalize.R	223	numeric+1	1	2
436	R/generalize.R	224	relational/logical	==	!=
437	R/generalize.R	224	numeric+1	3	4
438	R/generalize.R	225	numeric+1	2	3
439	R/generalize.R	225	numeric+1	3	4
440	R/generalize.R	230	numeric+1	1	2
441	R/generalize.R	231	relational/logical	==	!=
442	R/generalize.R	231	numeric+1	2	3
443	R/generalize.R	232	numeric+1	2	3
444	R/generalize.R	235	numeric+1	1	2
445	R/generalize.R	236	relational/logical	==	!=
446	R/generalize.R	236	numeric+1	2	3
447	R/generalize.R	237	numeric+1	2	3
448	R/generalize.R	266	relational/logical	&	|
449	R/generalize.R	266	relational/logical	==	!=
450	R/generalize.R	270	relational/logical	&	|
451	R/generalize.R	281	relational/logical	&	|
452	R/generalize.R	281	relational/logical	==	!=
453	R/generalize.R	285	relational/logical	&	|
454	R/generalize.R	286	relational/logical	>=	>
455	R/generalize.R	286	relational/logical	>	>=
456	R/generalize.R	286	relational/logical	&	|
457	R/generalize.R	287	relational/logical	<=	<
458	R/generalize.R	287	relational/logical	<	<=
459	R/generalize.R	294	relational/logical	|	&
460	R/generalize.R	294	relational/logical	&	|
461	R/generalize.R	294	relational/logical	==	!=
462	R/generalize.R	338	relational/logical	&	|
463	R/generalize.R	383	function swap	any	all
464	R/generalize.R	390	function swap	unique	identity
465	R/generalize.R	395	relational/logical	&	|
466	R/generalize.R	398	relational/logical	&	|
467	R/generalize.R	400	relational/logical	&&	||
468	R/generalize.R	400	relational/logical	<	<=
469	R/generalize.R	425	numeric+1	0.2	1.2
470	R/generalize.R	449	numeric+1	0	1
471	R/generalize.R	449	numeric+1	0	1
472	R/generalize.R	455	function swap	unique	identity
473	R/generalize.R	456	relational/logical	==	!=
474	R/generalize.R	456	numeric+1	0	1
475	R/generalize.R	456	relational/logical	||	&&
476	R/generalize.R	456	relational/logical	==	!=
477	R/generalize.R	456	numeric+1	0	1
478	R/generalize.R	460	function swap	unique	identity
479	R/generalize.R	462	function swap	mean	median
480	R/generalize.R	463	relational/logical	<	<=
481	R/generalize.R	468	relational/logical	==	!=
482	R/generalize.R	468	numeric+1	0	1
483	R/generalize.R	472	numeric+1	0	1
484	R/generalize.R	473	numeric+1	0	1
485	R/generalize.R	476	relational/logical	&	|
486	R/generalize.R	476	relational/logical	!=	==
487	R/generalize.R	477	function swap	any	all
488	R/generalize.R	478	numeric+1	1	2
489	R/generalize.R	480	relational/logical	>=	>
490	R/generalize.R	485	relational/logical	==	!=
491	R/generalize.R	485	numeric+1	0	1
492	R/generalize.R	528	relational/logical	==	!=
493	R/generalize.R	528	numeric+1	0	1
494	R/generalize.R	534	numeric+1	100	101
495	R/generalize.R	534	numeric+1	1	2
496	R/generalize.R	534	numeric+1	1	2
497	R/generalize.R	581	relational/logical	==	!=
498	R/generalize.R	581	numeric+1	0	1
499	R/generalize.R	639	relational/logical	>	>=
500	R/generalize.R	639	numeric+1	0	1
501	R/generalize.R	647	relational/logical	==	!=
502	R/generalize.R	647	numeric+1	1	2
503	R/generalize.R	648	relational/logical	==	!=
504	R/generalize.R	648	numeric+1	1	2
505	R/generalize.R	649	relational/logical	==	!=
506	R/generalize.R	649	numeric+1	1	2
507	R/generalize.R	654	relational/logical	&	|
508	R/generalize.R	654	relational/logical	&	|
509	R/generalize.R	657	relational/logical	|	&
510	R/generalize.R	657	relational/logical	|	&
511	R/generalize.R	657	relational/logical	|	&
512	R/generalize.R	658	relational/logical	|	&
513	R/generalize.R	658	relational/logical	|	&
514	R/generalize.R	659	function swap	any	all
515	R/generalize.R	666	function swap	any	all
516	R/generalize.R	666	relational/logical	==	!=
517	R/generalize.R	667	relational/logical	==	!=
518	R/generalize.R	667	numeric+1	1	2
519	R/generalize.R	674	relational/logical	>	>=
520	R/generalize.R	674	numeric+1	0	1
521	R/generalize.R	675	numeric+1	1	2
522	R/generalize.R	704	function swap	unique	identity
523	R/generalize.R	710	numeric+1	0	1
524	R/generalize.R	713	numeric+1	0	1
525	R/generalize.R	717	relational/logical	>	>=
526	R/generalize.R	717	numeric+1	0	1
527	R/generalize.R	719	relational/logical	>	>=
528	R/generalize.R	721	numeric+1	1	2
529	R/generalize.R	724	function swap	unique	identity
530	R/generalize.R	736	numeric+1	1	2
531	R/generalize.R	756	function swap	unique	identity
532	R/generalize.R	763	function swap	unique	identity
533	R/generalize.R	764	function swap	max	min
534	R/generalize.R	764	relational/logical	==	!=
535	R/generalize.R	765	relational/logical	>	>=
536	R/generalize.R	821	relational/logical	||	&&
537	R/generalize.R	821	relational/logical	!=	==
538	R/generalize.R	821	relational/logical	||	&&
539	R/generalize.R	821	relational/logical	||	&&
540	R/generalize.R	829	relational/logical	==	!=
541	R/generalize.R	834	relational/logical	==	!=
542	R/generalize.R	861	relational/logical	||	&&
543	R/generalize.R	861	relational/logical	||	&&
544	R/generalize.R	861	function swap	any	all
545	R/generalize.R	872	relational/logical	||	&&
546	R/generalize.R	878	numeric+1	1	2
547	R/generalize.R	896	relational/logical	||	&&
548	R/generalize.R	906	relational/logical	||	&&
549	R/generalize.R	906	relational/logical	==	!=
550	R/generalize.R	906	numeric+1	0	1
551	R/generalize.R	925	function swap	unique	identity
552	R/generalize.R	926	function swap	unique	identity
553	R/generalize.R	927	relational/logical	==	!=
554	R/generalize.R	928	function swap	unique	identity
555	R/generalize.R	928	function swap	unique	identity
556	R/generalize.R	930	function swap	max	min
557	R/generalize.R	931	function swap	head	tail
558	R/generalize.R	931	numeric+1	5	6
559	R/generalize.R	947	numeric+1	0	1
560	R/generalize.R	951	numeric+1	0	1
561	R/generalize.R	954	numeric+1	0	1
562	R/generalize.R	988	numeric+1	1	2
563	R/generalize.R	995	relational/logical	||	&&
564	R/generalize.R	995	relational/logical	!=	==
565	R/generalize.R	995	relational/logical	||	&&
566	R/generalize.R	995	relational/logical	||	&&
567	R/generalize.R	995	relational/logical	<	<=
568	R/generalize.R	995	numeric+1	0	1
569	R/generalize.R	1000	relational/logical	==	!=
570	R/generalize.R	1001	relational/logical	==	!=
571	R/generalize.R	1001	numeric+1	0	1
572	R/generalize.R	1003	function swap	unique	identity
573	R/generalize.R	1016	function swap	any	all
574	R/generalize.R	1019	relational/logical	&	|
575	R/generalize.R	1021	relational/logical	|	&
576	R/generalize.R	1052	relational/logical	||	&&
577	R/generalize.R	1052	relational/logical	||	&&
578	R/generalize.R	1052	function swap	any	all
579	R/generalize.R	1057	relational/logical	>	>=
580	R/generalize.R	1057	numeric+1	0	1
581	R/generalize.R	1062	relational/logical	>	>=
582	R/generalize.R	1062	numeric+1	0	1
583	R/generalize.R	1088	function swap	unique	identity
584	R/generalize.R	1089	function swap	unique	identity
585	R/generalize.R	1102	function swap	all	any
586	R/generalize.R	1105	relational/logical	|	&
587	R/generalize.R	1129	relational/logical	||	&&
588	R/generalize.R	1129	relational/logical	==	!=
589	R/generalize.R	1129	numeric+1	0	1
590	R/generalize.R	1129	relational/logical	||	&&
591	R/generalize.R	1133	relational/logical	&&	||
592	R/generalize.R	1158	relational/logical	==	!=
593	R/generalize.R	1159	numeric+1	1	2
594	R/generalize.R	1160	numeric+1	1	2
595	R/generalize.R	1229	numeric+1	1	2
596	R/generalize.R	1229	numeric+1	1	2
